ns
1417
6958
2084
416
1375
1917
1167
1875
1875
1875
1166
458
375
1833
1917
1125
1417
1833
1084
2291
1084
458
458
1417
1417
1833
417
375
1875
2333
1834
1791
584
1416
1084
1416
2209
292
1416
208
1417
458
417
1083
1875
1875
1208
1750
417
417
375
459
1458
2292
1750
1166
1459
1875
209
292
2166
1917
2334
2250
1417
583
458
334
1333
625
458
2166
2750
2250
1833
208
167
1833
375
375
2333
459
1166
1167
375
209
1833
458
1166
1458
1667
1833
417
1125
1875
417
416
1750
333
500
1833
250
1125
2834
458
1250
458
5958
1250
458
250
1459
12208
5583
541
2792
1708
625
1166
1417
2292
1708
16583
958
500
2875
1375
375
417
542
417
3583
416
416
2041
875
291
1375
1667
1583
417
417
2042
2041
1167
250
1167
417
1833
1084
1042
1458
21166
21625
1209
1458
1417
1041
2209
1500
500
417
1833
417
1041
1125
416
1834
208
1875
459
1458
459
1042
208
375
1834
1375
1083
1833
1125
458
1292
375
1042
1875
1875
1459
375
458
209
375
500
375
417
416
334
1541
416
1834
1833
1875
1500
2709
458
417
1417
1125
1792
1833
1083
1334
1833
1417
1583
1458
375
417
1458
375
334
4833
500
1459
1833
291
333
459
1125
1375
1417
458
1834
458
2167
1875
2750
1167
417
1833
417
958
1041
1042
2542
208
250
1125
458
375
1375
1792
458
1834
458
1833
2250
2291
1791
1834
1333
375
417
1041
375
459
1125
1875
458
2250
2375
1375
375
8209
500
458
417
417
416
1792
458
1375
1959
2375
1833
1083
1833
1375
1125
208
458
1834
416
250
1583
1375
2292
416
459
2166
459
1250
2292
209
1125
375
7583
1917
250
1042
458
1417
3042
1416
1125
458
417
1417
333
2083
1458
2459
458
2459
416
1292
417
458
333
1125
2042
417
1208
1917
1125
1500
416
416
3334
1333
541
1583
1458
1458
417
1750
250
417
375
208
416
1125
1792
2375
417
1792
3333
1209
458
1167
2333
1500
291
417
209
1500
1500
416
1625
1542
1959
250
417
417
333
1208
208
1500
250
458
417
416
417
1667
3167
1208
416
1542
1500
1167
2334
1708
208
1500
1084
458
417
1500
1083
1209
1500
417
458
1125
1167
2500
291
458
1459
2250
1416
1375
416
1125
416
1834
250
458
375
459
2458
2375
459
583
1916
1125
1084
1167
1416
1042
2375
209
458
1958
1875
1083
1417
1125
1416
416
291
1375
1084
416
417
2375
1167
1167
1125
417
416
2875
1458
1125
4167
3000
459
1458
416
500
417
1459
375
416
1458
417
1208
2375
1542
458
2375
1458
417
1917
1375
1875
1083
1833
1417
1167
500
458
1166
2291
1917
1875
1125
1125
417
417
2334
2708
375
417
1458
1875
417
417
1875
416
1875
1125
417
1458
375
1209
458
1459
9375
1667
459
458
417
292
1167
1458
416
1542
458
250
208
208
1167
458
1459
2458
375
2125
459
2000
375
2458
1083
375
2000
292
1125
458
1084
1416
1459
1875
2333
2125
1167
542
1125
459
1958
1167
1209
1125
417
1958
2375
1584
1166
416
1834
416
1042
417
459
250
375
2458
1917
1084
416
1833
3792
3125
1167
1458
459
250
375
1083
1125
1334
375
1125
416
1125
2333
459
1916
1125
417
2417
250
1125
2375
1208
375
417
459
1458
625
208
2458
2417
1417
1833
1333
417
2459
2000
1583
2375
2250
417
458
1542
1208
417
1166
333
250
375
2000
1125
1125
1416
250
1083
1958
250
1167
250
250
1458
1416
2125
1084
458
417
459
1458
1875
291
1834
1083
1417
2250
1667
1958
1500
417
1125
458
459
1042
1083
542
459
417
458
1959
1459
1791
1375
250
1791
458
2333
1917
1459
208
1167
167
417
1917
209
250
1917
1167
208
1084
2250
458
1417
3292
542
416
1459
1209
250
1083
1834
500
250
583
458
1833
458
417
2458
500
1167
292
417
1416
1084
1416
458
1083
250
2375
459
1875
1458
1167
500
583
1917
1417
458
459
7583
3292
1958
458
1417
1083
458
417
334
1083
1125
458
1167
459
416
375
417
458
1958
458
375
1417
417
417
208
1416
1959
1875
1416
3167
1917
458
1125
417
209
1041
166
417
375
1459
1041
208
1375
1875
1125
208
375
1417
1833
1875
417
1083
292
209
1750
209
1416
2000
250
1875
2375
2042
1083
1042
1375
417
2375
1125
2000
1125
500
208
375
1459
1625
458
1583
459
416
375
1625
1416
1209
1083
1417
1416
208
209
375
375
1875
458
459
2375
2417
3542
1250
1458
208
1167
458
417
1375
417
1083
1417
417
333
166
584
1917
1375
250
1167
1167
458
2750
1917
416
1125
542
1875
416
417
1458
1916
1417
1833
1166
1375
1125
1875
1916
2000
458
1209
416
1959
1833
1709
292
2917
458
1917
1666
208
250
416
208
375
1958
458
417
1166
1916
2417
1167
416
375
2000
1958
1916
1208
1125
1042
1875
458
2333
500
417
1458
1125
417
1834
1458
4458
458
208
2542
2042
416
1875
459
1125
334
1125
417
2375
1167
417
1958
2334
1167
500
1875
417
458
7375
2084
1458
459
1167
1375
417
1416
2500
458
1125
1125
3583
2625
1625
417
1041
375
291
1375
458
1584
500
375
459
2416
2875
1167
1125
1208
458
1917
458
1459
1125
417
416
1916
417
417
417
208
1375
208
417
417
1666
291
375
459
1166
458
417
1458
459
250
375
292
1625
458
1375
1375
1792
1375
500
2292
458
250
375
1875
458
1083
1125
1125
1166
1167
2500
1417
1417
333
1417
1917
1917
2417
2166
500
2166
1167
1709
1125
1458
166
2375
1125
2041
500
1250
2541
1500
291
500
1541
2042
500
250
1416
459
1166
1459
2583
458
250
3333
417
1458
1958
500
1667
458
458
250
1125
208
459
416
416
1417
1875
1958
542
458
417
1500
1917
1500
417
1167
1458
2209
458
250
625
2083
417
2083
4083
292
250
458
1917
416
1792
500
667
416
417
1208
1458
2542
625
2000
1167
1167
458
1209
1416
417
1083
417
1500
250
459
1917
458
1083
417
417
417
1125
417
2083
500
1458
1917
1458
1792
1667
4125
334
1417
1083
417
250
1417
1917
416
1375
459
1667
416
1166
375
417
1125
417
1416
2292
1083
2167
1583
1209
1916
208
2583
250
1208
417
417
1416
375
1083
1459
458
1416
459
1875
416
375
1125
2542
334
417
250
1167
417
333
1125
1292
6667
1292
416
250
416
1125
459
375
1958
292
1125
2250
416
417
417
250
1959
416
208
1083
417
209
416
1500
1083
417
209
2000
1875
1958
3334
2000
458
417
1750
458
2542
1458
1375
1500
3625
1167
458
667
1375
2250
1250
1542
292
1791
291
1500
2000
458
1208
1875
417
417
416
417
375
2000
417
1083
416
1375
416
1375
417
1917
1041
459
1083
625
250
3291
1417
1083
1125
375
4209
1166
416
459
416
250
3083
1167
1083
417
417
1958
459
1375
416
1416
2000
459
500
416
417
250
417
1208
1875
500
458
1958
1417
3583
458
250
417
375
292
458
1500
416
1167
1209
458
375
1125
2959
1166
1917
1167
1458
375
250
416
459
1958
250
417
2417
292
1083
1750
333
1125
417
1125
1500
375
417
417
1916
333
2458
417
1875
1167
1417
458
1125
1833
292
1375
2333
2042
1458
1334
208
417
417
1333
458
1167
459
2333
1917
1959
1833
2292
4750
542
1459
2958
2958
459
1125
1375
2375
416
1542
1167
1875
416
250
1166
291
2416
459
1916
541
417
292
250
1500
208
417
1084
1125
417
1125
1125
458
1167
417
416
250
1500
1458
1083
1959
458
1166
416
1167
2625
417
375
458
417
583
1417
458
250
208
1417
1875
6084
541
375
1750
459
1500
458
1416
417
250
417
417
1417
1125
458
375
1417
458
416
417
1000
250
458
250
2166
2000
458
1500
625
1125
459
1166
500
1166
416
375
1792
417
416
459
2625
458
1459
250
1792
625
250
1042
3583
1834
2250
417
1875
1166
1459
1083
1125
417
2542
1792
1208
1542
1583
416
459
1208
417
417
1125
250
417
2375
2500
458
333
1875
459
416
250
416
1875
458
500
417
334
1042
1916
458
1875
417
292
250
1417
1375
4667
2042
1958
1125
1875
1125
1042
500
417
1375
2250
1958
459
1875
458
2417
2000
1125
417
1125
417
416
459
250
1417
1958
1041
1208
1167
1959
250
2333
1375
459
458
1209
416
208
375
1083
1834
1708
459
1958
1167
375
2334
292
292
2042
2916
1208
1125
1875
333
416
1834
1500
459
1083
2333
3000
1250
416
1209
292
1125
458
625
2000
1416
1375
2500
1166
417
1458
2416
458
1125
458
417
583
417
2375
2042
417
1083
459
1625
1458
1875
1625
250
1916
2125
1500
4125
1125
2000
1208
459
1208
1916
1125
1458
1875
459
1167
2958
3958
1625
1542
1500
375
458
2334
1166
1500
1125
292
1125
175750
1459
1125
1500
417
2375
458
1875
1125
1209
416
1459
417
500
458
1916
1917
459
1417
375
1916
1125
2541
1500
459
1166
375
333
416
459
458
1958
1166
459
458
1458
417
292
1125
292
417
1083
250
417
2875
459
1958
1167
292
1125
2084
416
291
250
208
1500
1750
458
1542
292
417
2000
417
2000
1125
417
1166
458
2417
458
459
1167
1958
1375
1292
500
1500
1959
1083
1459
375
2541
417
417
1291
459
292
1208
458
2083
459
250
375
1333
1459
1916
2042
1125
292
2042
1208
1459
416
1166
1416
2292
1250
417
375
333
2042
417
416
1042
1125
458
4083
2083
1209
1167
2500
458
459
1125
3000
250
250
1125
1667
1458
500
1417
375
292
1042
1083
1833
417
417
250
1375
2417
2875
292
1166
417
1917
250
375
250
1083
1959
2000
2791
291
416
1208
417
1166
1166
458
1209
1500
208
417
459
1500
1875
417
1958
1417
416
1584
500
416
417
375
1458
250
2209
2000
13000
1250
1542
1875
1875
1167
1208
2000
2000
1125
1167
417
292
1167
208
2417
1417
1292
1458
417
1875
1500
416
1458
2167
416
500
1500
208
542
2041
2708
1042
1125
1583
1959
541
1125
1083
1875
417
1125
250
375
1125
417
500
417
1084
1125
417
333
1375
3209
500
2875
292
2083
1167
136875
750
250
250
2333
458
459
1458
459
1875
458
1167
417
1792
1583
417
1583
1916
1167
2459
1166
250
1416
375
459
458
417
417
1916
459
1166
459
1917
292
1792
250
1208
1167
1500
1500
1458
416
1875
1917
2125
1209
375
1458
1125
1125
417
1458
2500
1458
458
250
1125
458
417
375
1084
250
375
417
1333
417
1916
500
1333
417
1916
292
458
3000
291
417
375
1041
416
416
1167
459
250
1417
417
458
3167
1167
2666
2084
458
250
1041
1459
1083
2250
459
1750
458
2000
1125
292
1292
458
291
250
2625
1292
458
1792
500
458
2416
1167
500
250
1959
458
1459
1750
417
1750
3708
417
1333
1792
416
1084
417
375
375
3083
1167
1833
292
1042
1042
1750
1833
417
1792
2500
2459
458
1166
458
458
1250
417
1667
458
333
1833
417
1583
459
1666
458
375
375
375
292
375
1958
292
417
1167
458
1500
2334
1125
250
1125
1792
458
250
417
2333
1166
416
333
417
375
333
1959
1167
417
416
1209
250
1875
1833
2458
1834
1083
1083
1250
1917
1875
1125
2000
1875
250
1125
250
1833
1083
1375
250
1333
458
458
292
2917
1500
375
1125
1000
1625
2417
1125
417
416
1375
1125
1084
416
459
8833
31167
3417
292
541
458
250
375
458
250
12958
2792
292
1958
1416
542
375
208
417
417
416
459
1166
2209
2041
1209
417
1750
1958
334
2625
500
1292
8583
3416
1209
1125
1125
1417
2917
1167
1083
1125
1417
500
1125
375
459
1042
458
1375
1375
250
375
2125
417
1333
417
1875
458
375
416
1792
417
375
1542
209
1166
375
1500
2333
1125
1834
1208
375
1458
1125
1416
416
1042
375
1084
1375
1791
1458
1375
459
2042
458
1375
1084
416
1958
375
2250
375
2334
1125
417
2041
1042
2083
417
1417
1417
375
1416
1875
416
1375
1083
500
417
417
375
375
1125
375
417
375
375
375
417
375
375
1917
2291
459
375
416
1042
1375
2083
458
2792
1000
1292
1666
1417
1041
1334
1166
1084
1083
458
417
417
1875
1083
2375
458
1834
375
416
2291
417
5000
583
2416
375
1125
1000
375
1000
458
375
1292
2208
1250
1750
1750
417
458
1667
334
375
250
209
1667
292
2000
1167
1417
1166
1375
416
416
375
375
1125
458
375
1042
1417
1875
1083
416
417
1083
1750
458
417
1042
1833
417
1750
416
416
250
3417
416
1167
1250
417
417
416
416
1166
1166
375
417
1125
2167
1542
1208
1125
1875
291
417
417
1167
250
1583
2292
1541
459
2250
458
1375
1750
6250
1500
1250
459
500
417
2375
458
1459
1083
1125
417
1667
1458
1792
6958
1917
2542
1208
1417
1083
1208
291
1042
459
416
1334
1041
1416
1750
292
1333
417
1750
1042
458
1334
375
4458
542
416
1541
250
250
2000
417
250
1541
2375
1709
2000
459
1166
458
375
1125
375
1416
1083
250
417
1834
1833
1833
500
2083
1333
208
1875
1750
542
250
1500
292
458
292
1167
2291
1666
1083
2500
459
1458
1125
1209
1333
1417
2375
2250
1167
1167
1125
2166
459
500
1875
1417
458
2292
1167
2416
459
2333
667
1917
500
1459
2333
417
1083
2167
1125
458
291
250
250
459
1083
375
2416
417
250
1084
1500
1041
1167
1875
459
375
250
1917
1958
500
1417
417
1083
2292
2292
292
1125
1417
1083
2208
1792
2208
1500
1958
209
416
459
416
1875
1375
500
459
250
209
250
1875
500
3166
2042
458
417
1209
458
1084
416
1334
458
417
1417
1125
2083
2834
458
375
1500
1166
1084
1166
1625
1125
417
417
1500
1125
250
458
375
416
417
1042
417
375
1042
2541
417
250
291
208
1792
458
1416
2375
1083
1333
8209
2083
1083
1125
2333
1917
1417
417
417
1166
1459
1458
1166
1917
2167
1208
2500
1292
458
1125
1167
1833
458
458
2917
1958
1459
458
417
1208
1084
375
1833
458
1375
1917
375
1083
1083
2417
459
1750
1833
1000
1042
1750
1417
2250
2250
1042
458
1750
1417
1750
1375
417
1833
1167
1834
416
4250
583
1500
250
416
2458
1208
1750
417
250
417
2583
1958
1833
250
1833
458
208
1042
1416
1167
1042
292
1042
375
1666
2334
1416
2125
458
1709
1458
1959
1833
1459
1250
2459
1125
1208
1209
458
209
375
1459
2000
2292
416
1417
2584
1625
1792
1541
1208
1958
1834
458
458
2334
1458
416
417
1042
417
1833
1417
458
1917
417
417
583
1875
1833
458
1083
417
1209
2542
1209
500
1083
1459
458
1041
1041
2625
1834
458
1792
1125
459
1333
209
1083
1792
458
1750
417
375
416
1958
1875
1167
1917
1083
416
1375
3084
333
4042
500
1167
292
1042
1167
2042
1125
1125
1125
250
1083
1083
1084
4167
375
1209
250
375
417
459
417
416
417
2458
3250
1167
1875
500
417
2917
1167
417
250
1959
1500
375
1833
1292
1542
2041
458
1042
250
1167
292
375
417
1125
250
1500
417
1125
1458
2666
1209
1458
417
1083
1375
250
458
417
1583
1625
417
1792
1833
1875
1375
1083
250
1041
1792
1833
1167
250
2209
2000
416
1208
417
459
1083
458
375
1667
1125
417
417
1458
209
292
1875
1083
1417
1750
417
1041
417
417
1292
1416
416
3959
1958
1875
1125
2916
3000
1208
542
417
1250
250
3917
1291
1084
458
3125
291
459
208
375
1417
417
1083
417
1125
417
1708
2000
1834
1833
459
1167
1625
416
1416
2167
1125
1333
1375
208
417
1417
416
375
1417
1625
417
1792
1458
1167
1500
1833
417
2250
500
1084
416
416
1375
417
2042
1958
1959
2791
1084
1458
459
416
208
1167
2333
1417
1375
1041
416
417
2208
417
375
1875
1917
250
250
1041
2166
1084
416
1125
1333
1333
1084
250
1042
458
459
2458
1875
1083
417
1291
417
1000
1292
1292
1041
1333
417
209
1333
1042
1458
333
417
1708
1709
1041
3459
1375
2833
1959
2458
459
1083
4667
1291
2375
250
1125
2375
1166
416
417
375
1417
292
1083
417
375
1417
1792
1833
2000
1500
209
1166
291
1250
2875
1833
1917
333
416
1875
1166
1083
1417
417
2333
3000
1291
1291
1500
1209
292
1333
459
250
417
1375
1916
1375
416
1792
459
2000
1125
1125
1083
375
1375
1417
250
1084
2125
1291
417
2375
1042
1708
1417
1792
1125
458
1875
1667
417
2458
1417
2375
2000
334
250
1167
2792
250
2250
1666
417
250
250
167
1708
1209
2000
292
209
1416
1166
458
1083
1125
1041
459
1375
458
2333
2167
1167
416
1458
417
375
5208
1208
2459
1916
1125
417
1167
2417
1417
1791
417
417
375
1750
1042
1791
291
250
417
1375
375
1042
1750
500
1792
1750
458
417
333
1625
500
375
1458
458
1917
2792
3541
1834
1125
1375
2375
1875
1083
500
250
375
4166
333
458
333
1167
1000
458
1416
1584
1041
375
459
209
1041
1584
1708
458
1334
1375
1041
1125
417
1167
1459
375
1916
1125
1083
417
416
417
1875
500
417
375
375
333
1125
1459
1917
458
2250
2250
417
1875
375
250
417
1625
2208
1416
1791
375
417
250
1458
1375
1042
416
1916
1834
1792
416
1916
1459
2708
1167
458
1417
1875
1125
1125
458
417
250
2791
1500
2459
1166
417
2292
2375
1166
1917
2292
1291
2083
1209
1500
1166
459
1417
1250
250
417
417
375
1500
250
2334
292
208
1125
1208
458
417
458
208
417
1542
375
1208
1875
459
500
1083
250
1208
1875
458
292
1667
1125
417
416
250
1083
458
208
417
1917
1417
2208
500
417
1167
1833
1416
2334
416
458
1125
1375
417
417
2583
2000
1125
1250
1500
1125
458
1875
500
1166
1875
3083
1709
416
500
417
1458
1959
1083
3458
1083
1167
458
459
1875
375
1375
1917
292
1125
2333
417
1083
1542
375
1917
208
250
1583
2375
1167
417
1083
250
1458
458
375
333
458
250
1375
5167
375
1792
2333
459
1250
1542
500
1875
1416
417
250
2250
5750
1208
1625
1167
1167
458
1084
1417
1042
2125
1625
1209
1416
2417
1167
1458
2875
2416
2291
1084
1583
458
333
1416
1125
416
1125
1084
292
417
1417
2208
458
1459
458
417
417
458
375
250
1417
1875
1167
250
1333
1375
459
1583
459
1333
2459
2458
1208
417
1167
417
1458
1125
1875
416
1959
1208
1625
1167
417
416
417
2417
2333
500
1833
1959
1458
459
292
1083
458
416
417
1084
1458
1167
1458
250
2416
1167
417
458
459
500
459
1917
416
1042
1375
1167
292
1417
416
1917
459
1083
3791
1542
1375
1792
1625
2458
1208
417
1917
3041
417
1417
1125
416
417
417
1875
1917
1125
291
1125
458
500
1417
459
1375
1875
250
417
1083
375
375
375
375
1916
416
1375
1834
2333
459
1791
458
292
375
1625
250
459
1083
2000
1833
292
1417
250
416
417
2417
292
375
375
250
416
416
1916
1125
2375
500
375
1917
1833
459
1458
1042
1375
1542
416
1084
250
417
1083
417
1417
1833
417
2000
1542
2333
417
416
1375
417
375
1917
416
1417
2417
1958
2167
541
4208
2417
500
416
1917
1209
458
1416
1083
417
1333
417
1291
459
375
1041
375
1791
291
1875
2000
292
1125
1083
1375
1042
458
1791
1042
250
1000
417
459
5916
584
1167
1458
1875
1375
250
416
2250
458
1625
1375
375
1709
2000
1500
2709
292
417
250
458
459
416
334
1083
500
459
1458
1125
1042
250
375
1375
458
2292
417
1875
1792
417
417
292
1333
2458
1167
417
417
2458
2459
2375
1250
417
1625
209
1083
1833
500
1083
417
1417
1125
417
292
375
1416
1833
292
1125
1042
1375
2250
1667
417
250
1584
416
1459
2333
417
416
1125
1875
1250
1500
417
1500
458
417
1625
1084
250
1125
375
250
1375
458
1000
1375
2208
1083
417
1375
1375
208
2125
458
459
1375
334
2375
1125
500
291
1375
1042
250
1334
375
1833
1042
2917
416
417
1584
1875
500
417
1167
2750
334
458
2125
417
417
2458
1125
250
500
375
2375
1250
416
417
2875
1875
291
417
1875
1208
250
375
1500
1417
2000
1125
458
458
416
417
2500
2250
1250
417
1125
458
1083
3000
1458
292
417
1500
458
1209
2333
1166
250
250
1583
459
1500
1166
458
1542
375
1625
1584
333
1084
500
1084
4750
1209
1875
416
1083
3000
250
1417
2750
1125
1875
1458
1417
1042
1791
291
416
417
1125
291
1750
583
2375
416
1084
1125
1667
250
417
209
1375
1417
1917
1125
458
417
1041
1125
1416
416
1334
458
2125
1083
250
416
1875
292
458
1125
208
1167
416
1375
1792
1208
250
375
250
458
2208
1167
458
1416
417
3042
1500
1375
417
500
1375
1792
500
416
1834
1834
417
416
2000
458
1500
1167
458
1167
2250
417
1625
416
417
250
1167
1458
417
417
1958
1875
458
1375
1458
250
250
375
250
375
2334
1083
250
1958
1042
292
1083
459
1333
1709
1583
417
2333
417
1125
1083
1458
416
2333
458
1125
1750
1334
1791
417
416
458
1334
458
458
417
1125
375
375
417
1750
1375
1916
500
458
417
375
1875
1125
417
375
1083
1333
1458
292
1084
416
458
1333
375
375
2375
1917
1459
416
1417
1125
2292
1083
1916
1334
1042
1041
667
1042
2167
417
375
1375
1708
1209
250
1959
416
375
1875
1458
2667
1083
1083
1417
459
416
417
1042
3958
500
1875
2250
1083
1333
417
458
1958
1042
1333
1042
417
1000
416
459
416
1750
2333
459
1458
1125
1167
1125
417
416
1459
375
417
1333
1792
1916
3750
458
250
1125
2333
375
417
1208
458
250
1459
1417
1750
1500
1375
1375
375
250
458
2334
416
375
1834
416
2291
459
